mainKey,name,metaScore,releaseDate,maturityRating,publisher,genre,userScore,platform,imgUrl
000022309afe0904e8b799710aff5957,Harry Potter and the Chamber of Secrets,76,14-Nov-02,E,EA Games,"Genre(s): Action Adventure, Fantasy",7.9,GBA,http://static.metacritic.com/images/products/games/2/1ab25796bd98ef2b3d4c05c0109438d4-53.jpg
000e62a2247476a6bd1672f3132f6a9a,Shadow Puppeteer,57,28-Jan-16,T,Snow Cannon Games,,6.2,WIIU,http://static.metacritic.com/images/products/games/0/89fbae050ea3ec99eb0170ffcfee2164-53.jpg
0012224d0e4bace5d69dd7d970e1937c,Teenage Mutant Ninja Turtles (2003),55,25-Nov-03,E,Konami,"Genre(s): Action, Beat-'Em-Up, 2D, Beat-'Em-Up",7.6,PC,http://static.metacritic.com/images/products/games/2/d0beb32cef9a93567a18246bf27d5d7a-53.jpg
00161f6c3025d4a5017ea0a2a0114167,Men of War,80,16-Mar-09,M,Aspyr,"Genre(s): Strategy, Real-Time, Historic, General, Historic, Tactics",8.1,PC,http://static.metacritic.com/images/products/games/8/2f02cc199f83d4fe830ed309e47cfe14-53.jpg
001860eb30ae0a128c4d0e59f62b3202,Legend of Kay Anniversary,64,27-Jul-15,E10+,Nordic Games Publishing,"Genre(s): Action Adventure, General",7.5,PC,http://static.metacritic.com/images/products/games/0/ae102632ffa71611eb26b1c217b50faf-53.jpg
001b5b1e8e5a522a67ca2e15143d3f2f,Sega SuperStars,72,3-Nov-04,T,Sega,"Genre(s): Miscellaneous, Party",7.5,PS2,http://static.metacritic.com/images/products/games/2/e56033fc3562d3300ac02b4f92ca572b-53.jpg
00243b7ee1bbb038cff5738b894e43fe,LEGO The Hobbit,69,8-Apr-14,E10+,Warner Bros. Interactive Entertainment,"Genre(s): Action Adventure, General, Fantasy, Historic",6.9,XONE,http://static.metacritic.com/images/products/games/1/e692b779fb927ece5d6a657320fb832d-53.jpg
00289c2458e496028110ed5a018cc96f,The Chronicles of Riddick: Assault on Dark Athena,82,7-Apr-09,M,"Atari, Tigon, Atari SA","Genre(s): Action, Shooter, First-Person, Sci-Fi, Sci-Fi, Shooter, Arcade",8.1,X360,http://static.metacritic.com/images/products/games/9/146f8dc5e4e2c780c1e06378953a86c9-53.jpg
002eb222bf4252b9eb2e153c467ed62b,Theatre of War 3: Korea,49,24-Mar-11,,Battlefront.com,,5.5,PC,http://static.metacritic.com/images/products/games/6/2d150cbd0bf934465e1f5e6053fda676-53.jpg
0030635d514c331131fa879d3d0efff0,Dead or Alive 5 Plus,80,19-Mar-13,M,"Tecmo Koei America Corp., Tecmo Koei Games","Genre(s): Action, Fighting, 3D, 3D, Fighting",8,VITA,http://static.metacritic.com/images/products/games/4/d8220ab104ec45ba9aa58e50f6fd2f42-53.jpg
003996823fe8fae44001c92ee2dab8af,Dark Souls II: Scholar of the First Sin,87,7-Apr-15,T,Bandai Namco Games,"Genre(s): Role-Playing, Action RPG",8,PS4,http://static.metacritic.com/images/products/games/0/2d63bdf59528ea52e257f05547b2885e-53.jpg
003de8a7417339d2a007d230f937afc4,Resident Evil Code: Veronica X HD,67,27-Sep-11,M,Capcom,"Genre(s): Action Adventure, Horror, Horror, Survival",8.1,X360,http://static.metacritic.com/images/products/games/9/26705a255d6977e21927619d97b16f9f-53.jpg
004144e87209ffb8f908bfb1952905ae,Uncharted 4: A Thief's End,93,10-May-16,T,SCEA,"Genre(s): Action Adventure, General, Modern, Linear",8.3,PS4,http://static.metacritic.com/images/products/games/2/bccdebd6ae21b1a35353b6d9f27af1a5-53.jpg
00456640c56aedbb319efc25830d2c35,Warriors Orochi,62,25-Mar-08,T,Koei,"Genre(s): Action, Beat-'Em-Up, 3D, Beat-'Em-Up",6.6,PSP,http://static.metacritic.com/images/products/games/9/6e881201c08d9f29dae1ab14e2eadb37-53.jpg
00503e3c2bef72e9e9b3f913fbb34f52,FIFA 17,85,27-Sep-16,E,"Electronic Arts, EA Sports","Genre(s): Sports, Soccer, Sim, Team",4.9,PS4,http://static.metacritic.com/images/products/games/8/50e28f8b8a8021cf84d568dc1125d622-53.jpg
00532f839cb2db8d072d0645280cec77,ChromaGun,74,22-Aug-17,E10+,"Pixel Maniacs, Benjamin Lochmann New Media GmbH","Genre(s): Action, First-Person, Shooter, Arcade",5.6,PS4,http://static.metacritic.com/images/products/games/5/afdca36e87e5f4ea8417e6b29caca266-53.jpg
00607af3671593aee7252c257e593247,IL-2 Sturmovik: Forgotten Battles,86,2-Mar-03,T,Ubisoft,"Genre(s): Simulation, Flight, WWII, WWII, Combat",8.6,PC,http://static.metacritic.com/images/products/games/9/2add28e77291c467fa3a4485f680069c-53.jpg
0068ca905dcff90e1fe1ac615298fec8,Crimson Skies,83,17-Sep-00,T,Microsoft Game Studios,"Genre(s): Simulation, Flight, Sci-Fi, Futuristic Jet, Futuristic Jet, Combat",8.4,PC,http://static.metacritic.com/images/products/games/4/3abd1ab7c9e188d5a96d65dd7dcd82b0-53.jpg
006a3e64cb724014ac118b59cb3fb9fc,Tecmo Classic Arcade,55,14-Sep-05,E,Tecmo,"Genre(s): Miscellaneous, Compilation",-1,XBOX,http://static.metacritic.com/images/products/games/0/13d23552e55c0fcf24a42ac814b43fdd-53.jpg
006b6d9483ef1e7dde02a8b13e992dd6,Dino Island,42,24-Aug-02,E,Strategy First,"Genre(s): Strategy, Tycoon, Management, Tycoon, Business / Tycoon",8.3,PC,http://static.metacritic.com/images/products/games/7/5b1f79e3cf225564d9ca60ded41e9a2f-53.jpg
006be66c8e22401b06eb790375d1f2ca,Fortix,58,24-Nov-09,E,Nemesys,"Genre(s): Action, Miscellaneous, Puzzle, Action, Puzzle, Puzzle",6.8,PSP,http://static.metacritic.com/images/products/games/5/615a5ce00229dfd0a924b34c526cd28b-53.jpg
006f16cd0944f7d9bc5b8cd7d2ea1e16,Michael Jackson The Experience,56,23-Nov-10,E10+,Ubisoft,,8.3,WII,http://static.metacritic.com/images/products/games/9/c1159b7e8a3afdd4e2dab49fd15230ab-53.jpg
00715ff0f274bda6cab3770db62cde47,LittleBigPlanet 3,79,18-Nov-14,E,SCEA,"Genre(s): Action, Platformer, 2D",7.2,PS4,http://static.metacritic.com/images/products/games/4/f731a968dff23b9c0a87c25673da4d2d-53.jpg
0076935ff4a88cbb5bdd5e5af5f4cfcb,Indigo Prophecy,85,20-Sep-05,M,"Atari, Atari SA","Genre(s): Adventure, Modern, Third-Person, 3D, Modern",8.3,PC,http://static.metacritic.com/images/products/games/0/332d57d3c00008e3ea1662d4dd582d5d-53.jpg
00769b996ff7565217893b4350d3ae22,Disney's Donald Duck: Goin' Quackers,73,13-Dec-00,E,Ubisoft,"Genre(s): Action, Platformer, 3D",7.6,PS2,http://static.metacritic.com/images/products/games/7/411b12a1e12eafede96a6dfb70423b67-53.jpg
00769c446710a5295993e3395dbfd19d,Infinite Crisis,68,26-Mar-15,T,Warner Bros. Interactive Entertainment,,6.7,PC,http://static.metacritic.com/images/products/games/1/d351b034729d0160c8e3239e31c47992-53.jpg
0076e9348d6bcf5d395f7ec3e4dbd59c,Magnetic: Cage Closed,55,28-Aug-15,T,"Gambitious, Gambitious Digital Entertainment",,-1,XONE,http://static.metacritic.com/images/products/games/8/b56796e3d3cf69d5881b679eb482818b-53.jpg
007935cc8a557772b62e24935dc67f68,The Mighty Quest for Epic Loot,64,10-Jun-13,T,Ubisoft,,5.6,PC,http://static.metacritic.com/images/products/games/8/5f6a7278769db80c508819fdeb003ded-53.jpg
007ebe61da96042e855c15b7ebd7b4ef,Midnight Club: Los Angeles,82,20-Oct-08,T,Rockstar Games,"Genre(s): Simulation, Driving, Racing, GT / Street, GT / Street, Automobile",8.5,PS3,http://static.metacritic.com/images/products/games/2/24441bb978b99aad6cb1c0a53195d6d7-53.jpg
0085da93eb98cfe832666a2b455ec6ae,The Sims: Vacation,75,25-Mar-02,T,EA Games,"Genre(s): Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual",7.8,PC,http://static.metacritic.com/images/products/games/3/f40413d61a8f369aa11b2d054d383a98-53.jpg
0086e846ee2be7381680e444ebb4e9db,Bejeweled 3,75,15-Nov-11,E,PopCap,,-1,DS,http://static.metacritic.com/images/products/games/5/cb0834eef425821253053172eb0afb71-53.jpg
008c83ec7977f718348b1dcc4efd2cee,Star X,60,17-Apr-02,E,Bam Entertainment,"Genre(s): Action, Shooter, Rail",-1,GBA,http://static.metacritic.com/images/products/games/9/05011b3341801774788a0d261767311b-53.jpg
008dc1826498078d8692f605c4b55ab2,The Sims 2: Pets,66,17-Oct-06,T,EA Games,"Genre(s): Miscellaneous, Virtual Life",7.3,GC,http://static.metacritic.com/images/products/games/0/6fd4905e4c7faf55db65684be34fa710-53.jpg
0090272f3e6f28161ef14be50400c0b5,Sonic Mania,86,15-Aug-17,E,"Sega, Sega Of America, Inc.","Genre(s): Action, Platformer, 2D",8.8,Switch,http://static.metacritic.com/images/products/games/9/cbf429c726c4df87893d49fba45a5834-53.jpg
0090681deca3ad9699a460846156abfe,MX Superfly,74,20-Nov-02,E,THQ,"Genre(s): Driving, Racing, Motorcycle, Motocross",-1,XBOX,http://static.metacritic.com/images/products/games/7/a636e748ac4e61c7cb70d6b831242925-53.jpg
009bcfa94129ef469599723cf9c2bc83,Rampage: Total Destruction,46,14-Nov-06,E10+,Midway,"Genre(s): Action, General, General",5.6,WII,http://static.metacritic.com/images/products/games/6/67d405f5de068a5ba2f7964443356f9b-53.jpg
009c124606ae6749db864845ce4a43c3,Dead or Alive Xtreme Beach Volleyball,73,22-Jan-03,M,Tecmo,"Genre(s): Sports, Traditional, Volleyball",7.7,XBOX,http://static.metacritic.com/images/products/games/7/e13bae20f7fe52027857eaec05ae7cf5-53.jpg
00a3e97979141847ae1df1332e686b3c,Gran Turismo 5 Prologue,80,15-Apr-08,E,SCEA,"Genre(s): Simulation, Driving, Racing, GT / Street, GT / Street, Automobile",7.1,PS3,http://static.metacritic.com/images/products/games/7/01c2c8b84a0ed6d2b14191c4d102e76b-53.jpg
00a4308bcb492a76a57bd52e3856d2b8,BRAWL,62,24-Apr-15,M,Bloober Team,"Genre(s): Action, Arcade",6.4,PS4,http://static.metacritic.com/images/products/games/2/7462f328a90984cab361d98220b812d0-53.jpg
00a438c6761da039f0737564519fd2c3,Hunter's Legacy,58,19-Jul-16,,Lienzo,"Genre(s): Action, Action Adventure, Platformer, 2D, Open-World",-1,PC,http://static.metacritic.com/images/products/games/0/0857ae69be5e40380219a56a12f0897c-53.jpg
00a70e4af25c9d8d4996384c7c25d147,Pocket Card Jockey,83,5-May-16,E10+,Nintendo,,7.9,3DS,http://static.metacritic.com/images/products/games/6/14d6470554e6dfffeac03fee096b6176-53.jpg
00b04ba3a65ffd638ac1b699f304e41a,Thrillville: Off the Rails,73,9-Oct-07,E10+,LucasArts,"Genre(s): Strategy, General, General",3.3,X360,http://static.metacritic.com/images/products/games/2/c3f1bc37aac2938c8cfd772886a655c9-53.jpg
00cb57765da7d64a3d788b5282ef6032,Blasters of the Universe,76,27-Feb-18,T,Secret Location,"Genre(s): Action, First-Person, Shooter, Arcade",7.1,PS4,http://static.metacritic.com/images/products/games/5/d03246bd4fe7240c679fa77652073121-53.jpg
00cd0d6f6e5b39de77ce648cd7d2f554,Korea: Forgotten Conflict,56,17-Nov-03,T,Cenega Publishing,"Genre(s): Strategy, Real-Time, Military, General, Military",-1,PC,http://static.metacritic.com/images/products/games/7/823dd9ac65ebdbcce16b29c3529a4f7a-53.jpg
00cf64958c0528fb2201347c7a1854d2,Murdered: Soul Suspect,59,3-Jun-14,M,Square Enix,,6.9,PS4,http://static.metacritic.com/images/products/games/5/0bce1d965c7402c27159852837d908cf-53.jpg
00d2baa04bf1a309878e6ac2aa67ca79,Prey,82,5-May-17,M,Bethesda Softworks,"Genre(s): Action, First-Person, General, Shooter, Arcade",8,PC,http://static.metacritic.com/images/products/games/3/9aaffc733dabd8cf640c14d92ca1060b-53.jpg
00d60c1afdfe1a03f83df0d5d6d5e4c3,Custom Robo Arena,74,19-Mar-07,E10+,Nintendo,"Genre(s): Action, Fighting, 3D, 3D, Fighting",8.3,DS,http://static.metacritic.com/images/products/games/3/fc2fc97b79e949677de9e662f896cd9c-53.jpg
00d780c2763655e880e40cee70e6a926,Rock Band Blitz,78,29-Aug-12,T,Harmonix Music Systems,"Genre(s): Action, Miscellaneous, Rhythm, Music, Music",7.5,X360,http://static.metacritic.com/images/products/games/0/19c6044a040748133e32a299daaaedb9-53.jpg
00da41a8ca9b2c5cbe4b9aaff8c38877,Fantastic Four: Rise of the Silver Surfer,35,15-Jun-07,E10+,Take-Two Interactive,"Genre(s): Action, General, General",4.8,DS,http://static.metacritic.com/images/products/games/2/8e8e3fae5df48462ce7ec145441082c8-53.jpg
00dc4f2903f355d13d3b5466acdaef95,The Binding of Isaac,84,28-Sep-11,,Edmund McMillen,,8.4,PC,http://static.metacritic.com/images/products/games/4/97c10b99beeec8d9d76d1769ebad3acb-53.jpg
00de3ed6cd3ee16cda88cbea3ced8652,Hearts of Iron III: Semper Fi,65,7-Jun-10,E,Paradox Interactive,,5.7,PC,http://static.metacritic.com/images/products/games/5/d153ad1d35f699631bf3aea3704bba81-53.jpg
00f84318ce7e244d9217c9812ae14ae0,The Crew,61,2-Dec-14,T,Ubisoft,"Genre(s): Simulation, Driving, Racing, GT / Street, GT / Street, Automobile",5.3,PS4,http://static.metacritic.com/images/products/games/4/141f4c4b2151ec1d6efc678ff672c5f7-53.jpg
00f968a8d3bb0e8434aa543522c7acda,The Three Stooges,53,31-Mar-02,E,Metro3D,"Genre(s): Action, General",-1,GBA,http://static.metacritic.com/images/products/games/8/501db875be72b5ce1b936ae5eb984b6e-53.jpg
01059e51836808f2656f579170cb5b14,MLB Slugfest 20-03,80,3-Sep-02,E,Midway,"Genre(s): Sports, Traditional, Baseball, Arcade",7.5,GC,http://static.metacritic.com/images/products/games/6/61de2340a53cc34b550289178736dc58-53.jpg
01095db996169448af893fb0b1f5a434,Discs of Tron,44,13-Feb-08,E,Disney Interactive Studios,"Genre(s): Action, General, General",6.7,X360,http://static.metacritic.com/images/products/games/1/1f604a364f72e2b9136c7b5de7f8ab0e-53.jpg
010c298029a2313e03b257268a992a17,Rage,79,3-Oct-11,M,Bethesda Softworks,"Genre(s): Action, Shooter, First-Person, Modern, Shooter, Modern, Arcade",5.2,PC,http://static.metacritic.com/images/products/games/6/b297359cebbf06194d328add4d3245fe-53.jpg
010fa2bbaa0d64b0a149aec03bc1ce20,Monster Hunter Freedom,71,23-May-06,T,Capcom,"Genre(s): Role-Playing, Action RPG, Action RPG",8.4,PSP,http://static.metacritic.com/images/products/games/3/7fb10e88afbf7b54742b34352f5f9986-53.jpg
0113c7501725c891f8ef986190f1dacb,Secret Files 2: Puritas Cordis,64,29-Oct-09,T,Deep Silver,,6.9,PC,http://static.metacritic.com/images/products/games/1/7264898923d7cb49142f16a1db2430c3-53.jpg
01142fff6f1ce1cc6be77f588853a966,Islands of Wakfu,62,30-Mar-11,E10+,Microsoft Game Studios,"Genre(s): Role-Playing, Action Adventure, Fantasy, Massively Multiplayer Online, Fantasy, General, Fantasy",7.3,X360,http://static.metacritic.com/images/products/games/6/4f8c1d0cda349eec70ca0e557b8cd759-53.jpg
011b3b601373d298e5b06925cc791767,Sackboy's Prehistoric Moves,66,14-Dec-10,E,SCEA,"Genre(s): Action, Platformer, 3D, Platformer, 3D",6.3,PS3,http://static.metacritic.com/images/products/games/8/4b963d8f6df65900258fdf863c21cd27-53.jpg
011ec32eca4bbed63ce9f2a3aa77a29d,Moonlighter,76,29-May-18,E10+,11 bit studios,"Genre(s): Role-Playing, Action RPG",7.3,PC,http://static.metacritic.com/images/products/games/9/d79cf2e83e6945675b7b6a647d1a0a2d-53.jpg
011ef4ca29dfe196cd6dfebbf94d72e5,The Darkness II,79,7-Feb-12,M,2K Games,"Genre(s): Action, Shooter, First-Person, Sci-Fi, Sci-Fi, Shooter, Arcade",7.7,PS3,http://static.metacritic.com/images/products/games/9/cbaa31a73a54fc16f5ebedbafad464e2-53.jpg
011feb013614132b896d6a5cd02a3c99,FlingSmash,48,7-Nov-10,E,Nintendo,,6.8,WII,http://static.metacritic.com/images/products/games/4/fd4d0f49c5b19dce8feb9945f97b3eac-53.jpg
0120c299cf66226cf61163fadcf86aa2,NHL Hitz Pro,79,25-Sep-03,E,Midway,"Genre(s): Sports, Traditional, Ice Hockey, Arcade",8.4,PS2,http://static.metacritic.com/images/products/games/6/8a5f17530db7c7078199b67cbeeed93f-53.jpg
0121f8065571b8560b7b6f93723c7022,"Monsters, Inc. Scream Arena",39,14-Sep-02,E,THQ,"Genre(s): Action, Platformer, 3D",4.7,GC,http://static.metacritic.com/images/products/games/0/8dea2a915d30f6b92b0978cb4a465fc0-53.jpg
0123774f000afe1b7f5ccb1243214430,Dishonored: The Knife of Dunwall,79,16-Apr-13,M,Bethesda Softworks,"Genre(s): Action Adventure, Modern, General, Modern",7.6,X360,http://static.metacritic.com/images/products/games/7/b20baefc846fb6dbb8e610b60563ee69-53.jpg
01275351f44e5de83a183f0d693a984e,Lifeless Planet,59,6-Mar-14,,"Lace Mamba Global, KISS Ltd.",,6.7,PC,http://static.metacritic.com/images/products/games/0/a9d644fe81878bf2d6870fba28553377-53.jpg
01293ec5b2714db9286a2ed8e8078b34,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,80,20-Dec-16,M,Telltale Games,,6.6,PS4,http://static.metacritic.com/images/products/games/7/c4e04f3a60e880d01a9d0a3e4cbfdf51-53.jpg
012ae4bb93999aa202907865ae85d6fe,This Is the Police,66,2-Aug-16,M,"EuroVideo Medien, THQ Nordic","Genre(s): Simulation, Virtual Life, Virtual, Career",7.7,PC,http://static.metacritic.com/images/products/games/1/1757a86b4a5898bc43c7b17f38b7ced3-53.jpg
012df67c43bdf8c6f145d3731a359e39,Left 4 Dead: Crash Course,76,29-Sep-09,M,Valve Software,,7.7,X360,http://static.metacritic.com/images/products/games/4/b7edd9a6a0a9a74ac4ccfcb1e9a58585-53.jpg
01326b0d5aed011b0d1e7b521f7e724a,Soul Axiom,54,8-Jun-16,T,Wales Interactive Ltd.,,-1,XONE,http://static.metacritic.com/images/products/games/4/1b9a5b9f93e4cfa44d10655396bd7686-53.jpg
013a6bfb0411341c0936bc2a94847e5d,Van Helsing,63,6-May-04,T,VU Games,"Genre(s): Action, Shooter, Third-Person, Fantasy",7.6,XBOX,http://static.metacritic.com/images/products/games/6/a12b12ca611f43050ab9d1859aab30f5-53.jpg
013baf98626726f566371e8000be34a3,Disney's Tarzan Untamed,59,14-Nov-01,E,Ubisoft,"Genre(s): Action Adventure, Fantasy",7.1,PS2,http://static.metacritic.com/images/products/games/4/2e3e2b2631920cea5200e4739a7b00cb-53.jpg
013c53cbbd1205d01c11e8bf8e095dcf,Metal Gear Acid 2,80,21-Mar-06,M,Konami,"Genre(s): Strategy, Turn-Based, Modern, Modern, Card Battle",8.2,PSP,http://static.metacritic.com/images/products/games/0/ed186b35de0de14ef9b7601518153bcf-53.jpg
013d195258bdc9725432b8490347fb62,The Lord of the Rings: The Battle for Middle-Earth,82,6-Dec-04,T,Electronic Arts,"Genre(s): Strategy, Real-Time, Fantasy, General, Fantasy",8.6,PC,http://static.metacritic.com/images/products/games/3/fc4a3461f78cd2b1dc0c1d05e836c5c3-53.jpg
013ee6d76d9cd896c54fdd2d31f3d5fd,Wooden Sen'SeY,62,24-Jul-14,E10+,Neko Entertainment,,7.3,WIIU,http://static.metacritic.com/images/products/games/9/c76a0caa346d6b485bef090799d0c3f2-53.jpg
0143967ba968ad59001cce72e916ac4e,Mutant Mudds Collection,85,14-Dec-17,E,"Renegade Kid, Atooi LLC",,7.8,Switch,http://static.metacritic.com/images/products/games/0/f28f98f85662e56124a26f59b852ecbf-53.jpg
0146da79b0d8796101d7bf089a1ff7ce,The Huntsman: Winter's Curse,45,16-Aug-16,T,Desert Owl Games LLC,"Genre(s): Role-Playing, General",-1,PS4,http://static.metacritic.com/images/products/games/8/d51d45d77aeea9723c355dcb96c57d07-53.jpg
0147c909b49a9416f201acbace5dbaa3,KORG DS-10 Synthesizer,82,4-Nov-08,E,XSEED Games,,8.2,DS,http://static.metacritic.com/images/products/games/8/e36cb984e935d1c9b699a282d831e1ed-53.jpg
0149aecbf9ec9cebdc60cd55636bfb30,Saints Row 2,82,14-Oct-08,M,THQ,"Genre(s): Action Adventure, Modern, Modern, Open-World",8,PS3,http://static.metacritic.com/images/products/games/2/96ced8fa68e38fdbbadeaa93ecd3ba20-53.jpg
014d71b3e39fbf505908cbf432083621,Sniper Elite V2,66,30-Apr-12,M,Rebellion,"Genre(s): Action, Shooter, Third-Person, Tactical, Historic, Shooter, Historic",6.7,PC,http://static.metacritic.com/images/products/games/5/71c52e876ef7c8dda1b82ba6d0750cab-53.jpg
014dbd7bf9e3c7862a13adc03fb476cb,Defiance,59,2-Apr-13,M,Trion Worlds,"Genre(s): Action, Role-Playing, Shooter, Sci-Fi, Third-Person, Massively Multiplayer Online, Sci-Fi, Sci-Fi, Shooter, Arcade",6.8,PS3,http://static.metacritic.com/images/products/games/8/d56b7dc3a64d8318e83a4eaa2633a62e-53.jpg
014f2b6bcbf4609369e59b1866ee78cb,Resident Evil: Revelations 2 - Episode 3: Judgment,73,11-Mar-15,M,Capcom,,7.1,XONE,http://static.metacritic.com/images/products/games/3/62f2aa73ff69b5dbc42f7f391ba60ca5-53.jpg
01593ad3a2ca89ad6e93ccc024aad83e,Buffy the Vampire Slayer: Chaos Bleeds,73,27-Aug-03,T,Sierra Entertainment,"Genre(s): Action, Beat-'Em-Up",7.8,XBOX,http://static.metacritic.com/images/products/games/6/199808579771a69628c23bd30d70c407-53.jpg
015b270047a621a51169422accd30e0a,Aquaman: Battle for Atlantis,26,30-Jul-03,T,TDK Mediactive,"Genre(s): Action Adventure, Fantasy",2.7,XBOX,http://static.metacritic.com/images/products/games/3/362b35188faa1cf868abd9456c9b9a37-53.jpg
015bc7e7c7d3acdab49a23da336cbc81,Galak-Z: The Dimensional,82,4-Aug-15,E10+,17-Bit,"Genre(s): Action, General, Shooter, Scrolling, Shooter, Scrolling, Shoot-'Em-Up, Vertical",7.2,PS4,http://static.metacritic.com/images/products/games/5/19c57fb6ac663a511ec705f02d6289bb-53.jpg
0161f4aedc5d2f3554bd2d7747866ff6,Tom Clancy's Ghost Recon: Future Soldier,79,22-May-12,M,Ubisoft,"Genre(s): Action, Shooter, Third-Person, Tactical, Modern, Shooter, Modern",6.9,PS3,http://static.metacritic.com/images/products/games/2/39f656a640114da81a5466ce80fb4e88-53.jpg
016460e8c5ae05421535f10df730d409,Zapper,55,3-Nov-02,E,Infogrames,"Genre(s): Action, Platformer, 3D",-1,XBOX,http://static.metacritic.com/images/products/games/4/0ae42dd56b3e73e8e25e511de80fe942-53.jpg
0170b102c189a016ffb02397b4594c7b,FreeStyle Street Basketball,69,15-May-07,E,Sierra Online,"Genre(s): Sports, Traditional, Basketball, Arcade, Arcade, Team",8.1,PC,http://static.metacritic.com/images/products/games/2/efefdaa4668671aebcdde9c9b716d75b-53.jpg
0171f679dff40fce691a955b8956c191,Thrillville: Off the Rails,70,9-Oct-07,E10+,LucasArts,"Genre(s): Strategy, General, General",2.9,WII,http://static.metacritic.com/images/products/games/1/92bd3003d2dfed2116c4e581ac30526f-53.jpg
01735561734161705ca506221b908b50,The Orange Box,96,10-Oct-07,M,EA Games,"Genre(s): Action, Shooter, First-Person, Sci-Fi, Miscellaneous, Compilation",9.2,PC,http://static.metacritic.com/images/products/games/5/cf1e9a839c0b223409d505c354dfe59b-53.jpg
01743fb20ae94ced7b7fa01fce3972f2,Circle of Blood,80,30-Sep-96,K-A,Virgin Interactive,"Genre(s): Adventure, General, General, Point-and-Click",8.6,PC,http://static.metacritic.com/images/products/games/8/160c3578c6b27a2f78ff2ded0cc7423e-53.jpg
0179160feca5d33b2d086e11c557f4f4,Cogs,73,14-Apr-09,E,Lazy 8 Studios,,7.5,PC,http://static.metacritic.com/images/products/games/5/b559eae4043d433ed31ea6184e792124-53.jpg
017fb0523fb2d00f3372eeee37feafa9,Need for Speed: Hot Pursuit,88,16-Nov-10,E10+,Electronic Arts,"Genre(s): Driving, Racing, Arcade, Arcade, Automobile",7.1,X360,http://static.metacritic.com/images/products/games/8/147aae6ac077222a67046d9399a51615-53.jpg
018803cca00a6364848f94d7a8c2e07f,Metroid Prime Pinball,79,24-Oct-05,E,Nintendo,"Genre(s): Action, Miscellaneous, Parlor, Pinball, Pinball",7.9,DS,http://static.metacritic.com/images/products/games/3/3ae2350af18a3234098de6dd56ccdbc2-53.jpg
0199bf7644d40501769577c340ed75be,SBK: Snowboard Kids,63,22-Nov-05,E,Atlus,"Genre(s): Sports, Alternative, Snowboarding, Snowboarding, Individual, Ski / Snowboard",6.6,DS,http://static.metacritic.com/images/products/games/1/78b61aa0b046cfa26f8c04fd23e30a7c-53.jpg
019e8722c89088db2f5940b343e90420,Le Mans 24 Hours,75,13-Aug-01,E,Atari,"Genre(s): Driving, Racing, GT / Street",7.6,PS2,http://static.metacritic.com/images/products/games/2/1b92a6fd8d1151d69b92bedac0b57f9f-53.jpg
01a16ff52030e933de9ef01c07c1cf71,X2: Wolverine's Revenge,55,15-Apr-03,T,Activision,"Genre(s): Action Adventure, Sci-Fi, Sci-Fi, General",5,PC,http://static.metacritic.com/images/products/games/3/7a141c5a2a9cee9202f713d40d88e655-53.jpg
01a37d7e5ae8a50ab5ede889aea04604,Capitalism II,82,16-Dec-01,E,Ubisoft,,8.8,PC,http://static.metacritic.com/images/products/games/3/a013775ec39ee0127104ea323cd1a67f-53.jpg
01a6e6dd00c784990b6d494bdd29de28,Despicable Me: The Game - Minion Mayhem,54,6-Jul-10,E,D3Publisher,"Genre(s): Action, Miscellaneous, Puzzle, Action, General, Puzzle",-1,DS,http://static.metacritic.com/images/products/games/5/499a0df40dbbbf4770361464e6dc47e5-53.jpg
01a9d5062a9338927fa202d05b9ad61c,Battlefield 2: Special Forces,77,21-Nov-05,T,EA Games,"Genre(s): Action, Shooter, First-Person, Tactical, Modern, Shooter, Modern",8,PC,http://static.metacritic.com/images/products/games/1/12a7291ee28662d87a2d1b83556230a8-53.jpg
01bb590c43ecc36b5c584a2cf477204e,F1 2011,66,15-Feb-12,E,Codemasters,"Genre(s): Simulation, Driving, Racing, Formula One, Formula One, Automobile",6.5,VITA,http://static.metacritic.com/images/products/games/1/4928a89ad414e3258d03cd73ce34fc0a-53.jpg
01c261fd07a55e0e89935f4281edf026,Bloodforge,42,25-Apr-12,M,Microsoft Game Studios,"Genre(s): Action, General, General",7.3,X360,http://static.metacritic.com/images/products/games/2/70e32802e0847c8a040a3eeb8c174c1b-53.jpg
01ca4da3985f2b44ba4646801d92da4a,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,82,15-Sep-08,E10+,Telltale Games,"Genre(s): Miscellaneous, Adventure, General, Compilation",7.9,WII,http://static.metacritic.com/images/products/games/1/31800c21fc32a62678c94f52b5368372-53.jpg
01cbe51e1fe4a262392d792c0ef34525,Assassin's Creed IV: Black Flag - Freedom Cry,76,17-Dec-13,M,Ubisoft,,7.1,XONE,http://static.metacritic.com/images/products/games/0/c28c5db2fb5e033c36421f39de7034fe-53.jpg
01ccc16134a88744dc677f61b0fe5608,Battlestations: Midway,73,30-Jan-07,T,Eidos Interactive,"Genre(s): Strategy, Real-Time, Historic, General, Historic",7.1,X360,http://static.metacritic.com/images/products/games/6/d50b509ef96f74aaff4f3e3db78c6dc8-53.jpg
